nrContururi   minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
3597   31.313708     9516.456837     171.397263     23.854669     50.000000     443091.500000     7389.585086     161.399639          d
3567   2.000000     12667.863363     222.286499     24.868834     1.500000     418454.000000     7008.963752     157.460050          d
3414   22.242641     17918.893465     315.189041     26.374978     20.500000     401866.000000     6882.717166     158.698594          d
841   2.000000     9266.116656     347.130433     58.604026     2.000000     393566.000000     13588.415731     636.796671          d
3480   0.000000     16724.663894     294.592838     25.598830     0.000000     374860.000000     6363.591219     150.466523          d
3509   21965.267587     21965.267587     374.454425     25.504063     372917.000000     372917.000000     6296.344921     140.940439          d
3400   39.556349     19923.501878     348.568058     25.778561     31.500000     370198.500000     6353.595287     147.873529          d
3306   73.213203     19388.624682     349.253427     26.381688     177.500000     293946.500000     5139.597801     136.849970          d
3343   2.000000     18717.012423     348.893838     26.669810     1.000000     223517.500000     3975.635054     119.332486          d
3308   33.899495     16574.068001     320.735443     26.972205     23.000000     186818.500000     3387.583276     112.456469          d
3372   21.071068     18447.892583     344.185979     26.296413     18.500000     228307.000000     4018.016844     116.191429          d
3615   4.000000     10825.948379     187.764139     23.644953     415858.000000     415858.000000     6917.181033     151.130982          d
3574   4.000000     14259.077776     243.712841     24.450805     370623.000000     370623.000000     6200.187124     139.157247          d
3653   12.828427     15375.809875     258.260784     23.707318     6.500000     389485.500000     6444.322183     138.842321          d
805   16.828427     8115.072940     335.430075     59.512577     3.000000     381931.000000     13511.481021     664.027329          d
3589   9771.593920     9771.593920     169.345192     22.161347     445519.500000     445519.500000     7436.589543     156.558930          d
3464   5.414214     13504.671581     236.609640     23.628027     0.500000     388142.000000     6596.625727     147.959584          d
3429   41.213203     21987.007702     380.599862     25.567798     42.500000     367118.000000     6272.530591     142.712307          d
3419   5.656854     17065.568442     297.997252     25.034021     2.000000     398057.500000     6809.352903     153.205177          d
3532   4.828427     8582.930802     151.778437     21.301374     455661.000000     455661.000000     7667.427420     160.294168          d
3493   6.000000     6454.572167     118.078322     21.274837     461830.500000     461830.500000     7814.276002     164.165474          d
1684   4.000000     6626.364017     164.165492     26.964869     8.500000     453529.000000     11047.978186     311.581354          d
1590   5049.711009     5049.711009     129.640610     25.265073     466512.500000     466512.500000     11695.148177     332.761006          d
1447   5.656854     4957.953648     133.473194     24.328483     2.000000     465791.000000     12240.206087     358.936075          d
1919   5.656854     4198.015488     101.027814     24.370594     2.000000     470867.500000     10745.690327     286.514851          d
849   5.656854     6209.025924     231.478096     52.911085     2.000000     459090.000000     15749.733130     696.532980          d
1864   4.000000     4421.738358     106.240984     23.226175     10.500000     467795.000000     10831.808678     287.877146          d
1745   5.656854     3495.626538     88.421038     21.386214     1.000000     472136.000000     11298.854673     303.014900          d
1742   4.828427     4061.138291     101.595215     22.687362     1.000000     470092.500000     11259.597987     304.895235          d
1923   3.414214     5319.232867     132.723012     26.247348     0.500000     465031.000000     10602.813115     288.113625          d
1913   5.656854     3942.569751     95.591537     23.541118     2.000000     469978.500000     10742.402589     285.670936          d
1834   3964.025593     3964.025593     97.941359     24.054483     470945.500000     470945.500000     10993.751060     297.636859          d
1890   2.000000     4071.848969     98.999251     23.656989     470276.500000     470276.500000     10814.384640     288.716667          d
1909   5.656854     7297.692008     169.456720     24.979811     2.000000     456312.000000     10440.851728     276.330016          d
1893   5064.688710     5064.688710     131.584749     28.986577     461048.000000     461048.000000     10595.621195     299.444268          d
1790   5.656854     3791.148396     94.067487     22.105633     1.000000     471197.500000     11133.806099     297.200559          d
858   7705.529658     7705.529658     275.893447     51.353718     444739.000000     444739.000000     15178.709314     659.413753          d
1622   5.656854     3525.224517     91.886811     22.124494     1.000000     472370.000000     11724.870735     325.728730          d
2025   5.414214     7199.289986     163.079603     25.953137     0.500000     456522.000000     10142.232167     266.452346          d
1970   2.000000     6496.623906     155.657065     26.968917     0.000000     460996.000000     10384.757142     280.152030          d
1894   4.828427     5820.977157     148.053508     29.613464     0.000000     453603.000000     10421.980879     295.990232          d
2206   8.000000     5457.642028     121.701373     27.817107     5.500000     465655.500000     9911.694267     256.657298          d
1796   4861.076452     4861.076452     120.298904     29.765097     468691.000000     468691.000000     11055.779315     310.226615          d
1687   4.000000     3890.788006     99.307492     27.203688     471959.000000     471959.000000     11486.668458     323.708062          d
1702   2.000000     3971.072277     101.307671     26.196326     245.500000     469667.000000     11380.904374     319.123678          d
1704   3.414214     3966.302725     102.680807     27.618906     0.500000     470085.000000     11384.524227     325.438674          d
1733   5.656854     3873.716939     100.085095     28.141635     2.000000     471297.500000     11318.021409     323.991633          d
814   4.828427     10098.664989     364.841094     55.825834     1.000000     416786.000000     14603.570909     655.187961          d
1721   5.656854     4191.991104     108.247986     29.456178     2.000000     469668.500000     11318.170068     327.900639          d
1741   5.656854     4585.571837     117.573660     30.928678     2.000000     468638.000000     11227.774720     323.811028          d
1751   4.000000     4297.405318     108.543998     28.295276     11.000000     468875.000000     11201.299769     314.699600          d
1587   2.000000     4544.726165     116.535858     25.669973     468607.500000     468607.500000     11758.679661     332.944234          d
1549   5.656854     4163.204307     110.350458     26.799573     2.000000     470370.000000     11947.267285     350.970303          d
1488   2.000000     4767.586117     127.309652     27.951756     465980.000000     465980.000000     12075.656161     362.701949          d
1656   4422.115994     4422.115994     113.389746     28.599247     469091.000000     469091.000000     11523.127931     329.911232          d
1621   5.414214     4412.968805     113.220184     27.798324     32.500000     468628.000000     11635.235412     333.051511          d
1545   15.071068     4130.795146     107.569435     26.573753     12.500000     469816.500000     11947.996095     345.503883          d
1414   3917.574803     3917.574803     107.512834     26.127425     471520.500000     471520.500000     12534.284738     374.938119          d
560   6657.920365     6657.920365     349.433004     63.791443     437267.500000     437267.500000     18581.705971     1021.105357          d
1486   3754.923002     3754.923002     101.251307     26.974144     472444.500000     472444.500000     12250.975811     363.360363          d
1426   5.656854     3540.780866     98.056913     27.852487     2.000000     471414.500000     12478.553181     380.352384          d
1596   3.414214     5236.036908     133.722834     28.792116     466835.000000     466835.000000     11681.031120     338.813283          d
1605   3.414214     5121.409491     130.324887     28.032255     467617.000000     467617.000000     11667.791164     335.546106          d
1549   3.414214     4184.937281     109.309826     27.128395     0.500000     470185.500000     11941.941315     347.607166          d
1611   3.414214     4530.708920     115.896623     27.569912     1214.000000     467618.000000     11646.109837     334.737120          d
1521   3.414214     4301.564698     112.797012     27.022096     0.500000     470476.500000     12058.740173     352.316897          d
1428   0.000000     4225.807339     114.332744     26.962175     0.000000     469759.000000     12425.945566     370.785364          d
1348   5.656854     3798.219463     106.933944     27.692463     2.000000     471231.000000     12829.142563     393.782641          d
1392   5.656854     3817.675308     106.071829     28.295947     2.000000     471213.000000     12624.392980     385.423132          d

